region,stage,phase,match_id,match_date,round_num,map_name,map_type,team,Damage Dealt,Damage Mitigated/Eliminations,Environmental Kills/10m,Damage as percent of total output,Time Played,Solo Kills/Deaths Ratio,Healing Done/Eliminations,Environmental Kills,Damage Mitigated/Deaths,Damage Mitigated as percent of total output,Healing Done as percent of total output,Objective Time,Damage Dealt/(Eliminations + Assists),Damage Mitigated/(Eliminations + Assists),Damage Dealt/Eliminations,Damage Dealt/10m,Final Blows/(Eliminations + Assists),Multi Kills/10m,K/D Ratio,Solo Kills/Damage Dealt Ratio,Solo Kills/10m,Damage Mitigated,Final Blows/Eliminations,Deaths/10m,Solo Kills/(Eliminations + Assists) Ratio,Eliminations/10m,Solo Kills/Eliminations Ratio,Healing Done/Deaths,Objective Time/10m,Solo Kills,Assists/10m,Assists,Healing Done,Multi Kills,Deaths,Healing Done/(Eliminations + Assists),Final Blows,(Eliminations + Assists)/Deaths,Damage Mitigated/10m,Eliminations,Solo Kills/Final Blows Ratio,Final Blows/10m,Healing Done/10m,Role,hero_bans,Result
NA,S1,Round Robin,NA_S1_RR_W4_D2_M2,2025-02-22T23:36:28,2,Havana,Escort,Rad,45031,299.13,0.0,320,3415.0,0.92,809.78,0.0,3000.17,63,117,424.0,1119.36,222.82,1505.83,39558.71,1.34,0.0,47.33,0,2.64,10087,1.76,14.06,0.09,127.37,0.11,8825.5,372.47,3.0,63.25,72,19685,0.0,16,399.91999999999996,52.0,73.25,8861.2,145,0.23,45.669999999999995,17292.82,DamageDamageTankSupportSupport,Sombra,1
NA,S1,Round Robin,NA_S1_RR_W4_D2_M2,2025-02-22T23:36:28,3,Suravasa,Flash,Amplify,18135,4217.17,0.0,291,2185.0,0.33,6973.4,0.0,1015.49,80,131,89.0,5306.7,4065.3,7328.1,24899.309999999998,1.45,0.0,3.01,0,1.37,8814,1.45,46.68,0.2,20.59,0.2,1359.01,122.2,1.0,6.87,5,9586,0.0,34,2227.95,5.0,3.67,12101.6,15,1.0,6.86,13161.55,DamageDamageTankSupportSupport,Orisa,0
NA,S1,Round Robin,NA_S1_RR_W4_D2_M2,2025-02-22T23:36:28,3,Suravasa,Flash,Rad,26741,539.36,0.0,300,2185.0,3.0,642.23,0.0,6963.33,88,112,113.0,1245.31,440.74,1545.8,36715.33,1.69,9.61,76.17,0,4.12,8292,2.03,6.87,0.1,123.56,0.12000000000000001,7783.5,155.14999999999998,3.0,60.41,44,10918,7.0,5,319.94,33.0,109.67,11384.89,90,0.35,45.300000000000004,14990.39,DamageDamageTankSupportSupport,Juno,1
NA,S1,Round Robin,NA_S1_RR_W4_D2_M3,2025-02-23T00:37:22,1,Lijiang Tower,Control,Shikigami,28141,2233.88,0.0,270,2335.0,0.29,2614.6,0.0,2136.5,98,134,170.0,3138.82,1993.96,3857.54,36155.46,1.6400000000000001,0.0,6.1,0,2.57,12819,1.97,39.83,0.2,48.81,0.2,3065.5,218.41,2.0,21.839999999999996,17,18393,0.0,31,1336.7,15.0,8.93,16469.82,38,0.4,19.259999999999998,23631.27,DamageDamageTankSupportSupport,Tracer,0
NA,S1,Round Robin,NA_S1_RR_W4_D2_M3,2025-02-23T00:37:22,1,Lijiang Tower,Control,SpaceStation,36162,848.08,0.0,312,2335.0,2.08,1161.05,0.0,4599.67,83,105,215.0,1691.99,610.75,2148.49,46460.81,1.4600000000000002,0.0,36.17,0,6.41,13095,1.84,19.259999999999998,0.22,107.92,0.28,6605.33,276.22,5.0,43.68,34,14749,0.0,15,590.28,31.0,56.92,16824.420000000002,84,0.84,39.83,18949.46,DamageDamageTankSupportSupport,Orisa,1
NA,S1,Round Robin,NA_S1_RR_W4_D2_M3,2025-02-23T00:37:22,2,Esperanca,Push,Shikigami,28877,890.36,0.0,291,3075.0,0.45,5198.389999999999,0.0,1635.9,53,156,383.0,2620.18,746.7,3908.77,28172.68,1.7,0.0,7.72,0,1.96,7847,2.75,24.38,0.17,38.05,0.22999999999999998,5151.92,373.66,2.0,21.46,22,20942,0.0,25,1404.2,19.0,13.0,7655.610000000001,39,0.67,18.54,20431.22,DamageDamageTankSupportSupport,Winston,0
NA,S1,Round Robin,NA_S1_RR_W4_D2_M3,2025-02-23T00:37:22,2,Esperanca,Push,SpaceStation,34180,1291.33,0.0,314,3075.0,0.0,1598.65,0.0,4179.67,89,97,257.0,1968.24,717.59,3110.33,33346.34,1.44,0.98,16.88,0,0.0,13486,1.98,18.54,0.0,55.61,0.0,2944.75,250.72,0.0,34.14,35,12190,1.0,19,632.35,25.0,25.52,13157.07,57,0.0,24.400000000000002,11892.69,DamageDamageTankSupportSupport,Torbjorn,1
NA,S1,Round Robin,NA_S1_RR_W4_D2_M3,2025-02-23T00:37:22,3,Suravasa,Flash,Shikigami,20005,1139.8899999999999,0.0,302,2305.0,0.28,3449.0699999999997,0.0,938.54,67,131,81.0,3729.71,904.52,4372.32,26036.88,1.81,0.0,3.3099999999999996,0,2.6,6570,2.11,45.55,0.37,29.95,0.39,2203.86,105.42999999999999,2.0,7.8,6,13936,0.0,35,2198.04,11.0,4.21,8550.97,23,0.67,14.309999999999999,18137.96,DamageDamageTankSupportSupport,Ana,0
NA,S1,Round Robin,NA_S1_RR_W4_D2_M3,2025-02-23T00:37:22,3,Suravasa,Flash,SpaceStation,29012,356.29999999999995,0.0,329,2305.0,1.5,599.82,0.0,4367.17,67,104,103.0,993.14,263.05,1262.07,37759.65,1.21,5.2,61.67,0,2.6,9115,1.49,14.3,0.08,147.06,0.08,3325.0,134.06,2.0,59.87,46,9975,4.0,11,269.28,35.0,78.33,11863.34,113,0.21,45.550000000000004,12982.65,DamageDamageTankSupportSupport,Dva,1
NA,S1,Round Robin,NA_S1_RR_W4_D3_M1,2025-02-23T20:53:49,2,Havana,Escort,NTMR,40756,1361.3,0.0,262,3645.0,0.54,1373.22,0.0,4318.14,109,129,365.0,1760.3500000000001,1058.31,2183.43,33544.04,1.64,0.0,17.81,0,2.4699999999999998,26853,1.92,21.41,0.12,74.91,0.13,4914.6,300.42,3.0,36.2,44,21246,0.0,26,623.64,38.0,27.28,22101.23,91,0.22999999999999998,31.27,17486.43,DamageDamageTankSupportSupport,Wrecking Ball,1
NA,S1,Round Robin,NA_S1_RR_W4_D3_M1,2025-02-23T20:53:49,2,Havana,Escort,Team Liquid,36591,1313.65,0.0,279,3645.0,0.11,2879.7599999999998,0.0,2571.81,80,140,424.0,1981.99,925.43,2869.67,30116.05,1.47,0.0,8.61,0,0.82,18814,1.8399999999999999,31.28,0.04,51.03,0.09,3042.7700000000004,348.96999999999997,1.0,28.810000000000002,35,20943,0.0,38,994.66,26.0,13.51,15484.779999999999,62,0.2,21.400000000000002,17237.03,DamageDamageTankSupportSupport,Lucio,0
NA,S1,Round Robin,NA_S1_RR_W4_D3_M1,2025-02-23T20:53:49,3,Blizzard World,Hybrid,NTMR,51484,791.6600000000001,0.0,305,3845.0,0.14,1076.24,0.0,3539.18,84,110,482.0,1715.38,627.6999999999999,2237.9,40169.57,1.5,0.0,18.12,0,0.78,21371,1.72,24.96,0.04,88.95,0.04,3745.4,376.08,1.0,43.7,56,20603,0.0,32,471.7,42.0,27.84,16674.38,114,0.06,32.76,16075.17,DamageDamageTankSupportSupport,Tracer,1
NA,S1,Round Robin,NA_S1_RR_W4_D3_M1,2025-02-23T20:53:49,3,Blizzard World,Hybrid,Team Liquid,40105,640.76,0.0,308,3845.0,0.38,2187.9,0.0,1435.81,65,127,119.0,2015.76,394.24,2709.92,31291.29,1.51,0.78,9.39,0,2.34,9996,1.8599999999999999,33.54,0.12,58.51,0.19,2103.6099999999997,92.85,3.0,26.52,34,20219,1.0,43,882.39,32.0,13.370000000000001,7799.21,75,0.7,24.96,15775.55,DamageDamageTankSupportSupport,Brigitte,0
NA,S1,Round Robin,NA_S1_RR_W4_D3_M2,2025-02-23T22:19:27,1,Nepal,Control,SpaceStation,34698,885.0400000000001,1.2,296,2490.0,0.25,1093.8400000000001,1.0,5435.25,93,111,86.0,1651.17,651.65,2133.92,41804.82,1.21,2.4,51.5,0,1.2,15113,1.54,10.84,0.04,96.39,0.05,12225.5,103.62,1.0,49.39,41,15086,2.0,9,480.78,25.0,80.75,18208.42,80,0.14,30.099999999999998,18175.89,DamageDamageTankSupportSupport,Kiriko,1
NA,S1,Round Robin,NA_S1_RR_W4_D3_M2,2025-02-23T22:19:27,1,Nepal,Control,Timeless,27785,3346.4,0.0,270,2490.0,0.0,4084.84,0.0,3050.42,102,128,65.0,4447.19,2221.13,5804.3099999999995,33475.9,1.59,0.0,4.76,0,0.0,17771,2.0,32.519999999999996,0.0,30.11,0.0,3723.2400000000002,78.3,0.0,16.86,14,16722,0.0,27,1632.77,9.0,7.88,21410.84,25,0.0,10.83,20146.98,DamageDamageTankSupportSupport,Ramattra,0
NA,S1,Round Robin,NA_S1_RR_W4_D3_M2,2025-02-23T22:19:27,2,Suravasa,Flash,SpaceStation,49715,815.8699999999999,0.0,315,3545.0,0.0,1173.6999999999998,0.0,5929.76,79,106,198.0,1482.88,499.44,2027.92,42071.94,1.29,0.85,36.86,0,0.0,19035,1.56,17.77,0.0,100.7,0.0,3678.5299999999997,167.55,0.0,43.160000000000004,51,17067,1.0,21,482.46,41.0,49.67,16108.599999999999,119,0.0,34.7,14443.16,DamageDamageTankSupportSupport,Wrecking Ball,1
NA,S1,Round Robin,NA_S1_RR_W4_D3_M2,2025-02-23T22:19:27,2,Suravasa,Flash,Timeless,34594,1544.18,0.0,269,3545.0,0.0,4110.64,0.0,2288.58,89,142,186.0,2751.6099999999997,884.12,3676.5099999999998,29275.6,1.55,0.0,5.95,0,0.0,17708,2.01,36.39,0.0,41.47,0.0,3444.65,157.4,0.0,25.39,30,27956,0.0,43,1541.79,21.0,9.76,14985.61,49,0.0,17.77,23658.11,DamageDamageTankSupportSupport,Sombra,0
NA,S1,Round Robin,NA_S1_RR_W4_D3_M2,2025-02-23T22:19:27,3,Esperanca,Push,SpaceStation,31671,484.96000000000004,0.0,346,3120.0,0.0,1081.56,0.0,1685.78,56,98,254.0,1565.69,299.66,2314.02,30452.879999999997,1.21,0.96,13.69,0,0.0,6284,1.67,26.92,0.0,66.34,0.0,2258.83,244.23,0.0,32.699999999999996,34,10138,1.0,28,472.74,24.0,21.41,6042.3,69,0.0,23.07,9748.08,DamageDamageTankSupportSupport,Sombra,0
NA,S1,Round Robin,NA_S1_RR_W4_D3_M2,2025-02-23T22:19:27,3,Esperanca,Push,Timeless,30814,402.74,0.0,338,3120.0,0.33,1134.15,0.0,1000.6300000000001,56,105,325.0,1576.71,297.62,2090.24,29628.85,1.49,0.0,16.45,0,1.92,5658,1.76,23.08,0.12,71.15,0.12,2530.75,312.5,2.0,26.92,28,11149,0.0,24,485.66999999999996,28.0,22.61,5440.38,74,0.25,26.91,10720.19,DamageDamageTankSupportSupport,Winston,1
NA,S1,Round Robin,NA_S1_RR_W4_D3_M2,2025-02-23T22:19:27,4,Dorado,Escort,SpaceStation,39077,1370.5,0.0,291,3115.0,0.33,2065.1,0.0,11777.5,87,122,256.0,1867.8500000000001,850.81,2515.2400000000002,37634.35,1.3800000000000001,0.0,40.08,0,0.96,19886,1.79,10.59,0.05,68.37,0.1,10941.33,246.56,1.0,31.79,33,18912,0.0,11,931.69,28.0,61.33,19151.84,71,0.5,26.98,18213.81,DamageDamageTankSupportSupport,Zenyetta,1
NA,S1,Round Robin,NA_S1_RR_W4_D3_M2,2025-02-23T22:19:27,4,Dorado,Escort,Timeless,30361,7688.71,0.0,270,3115.0,0.4,20698.0,0.0,3234.31,95,134,316.0,4366.54,2796.38,8272.4,29240.13,1.41,0.0,4.37,0,1.92,21553,1.48,26.98,0.26,23.1,0.26,3841.5299999999997,304.33,2.0,10.59,11,20698,0.0,28,4056.75,11.0,6.27,20757.3,24,0.7,10.600000000000001,19933.87,DamageDamageTankSupportSupport,Widowmaker,0
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,1,Ilios,Control,Geekay Esports,20724,4185.96,0.0,282,2400.0,0.0,11846.33,0.0,2642.33,91,128,145.0,4095.09,1440.6,7335.87,25905.0,1.6099999999999999,0.0,3.67,0,0.0,10941,1.74,32.5,0.0,22.5,0.0,2488.75,181.25,0.0,13.75,11,11907,0.0,26,2336.01,8.0,6.17,13676.25,18,0.0,10.0,14883.75,DamageDamageTankSupportSupport,Freja,0
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,1,Ilios,Control,Team Liquid,26219,546.33,0.0,316,2400.0,1.33,1362.04,0.0,8167.5,54,130,158.0,1459.5,403.18,1965.45,32773.75,1.48,0.0,54.83,0,2.5,8392,2.16,10.0,0.12,82.5,0.16,6031.67,197.5,2.0,30.0,24,13021,0.0,8,720.9,26.0,69.0,10490.0,66,0.44,32.5,16276.25,DamageDamageTankSupportSupport,Lucio,1
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,2,King's Row,Hybrid,Geekay Esports,67582,1664.3999999999999,0.58,290,5210.0,0.34,2625.21,1.0,5979.57,83,129,790.0,2184.67,1120.89,2992.0600000000004,38914.78,1.41,0.58,13.91,0,1.7399999999999998,36908,1.8199999999999998,23.03,0.1,61.620000000000005,0.13,4157.31,454.89,3.0,29.380000000000003,51,33124,1.0,40,974.79,43.0,20.7,21252.21,107,0.27,24.76,19073.32,DamageDamageTankSupportSupport,Kiriko,1
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,2,King's Row,Hybrid,Team Liquid,61326,1098.18,0.0,292,5210.0,0.77,2875.5,0.0,2775.59,73,133,637.0,2430.47,833.68,3267.38,35312.47,1.6199999999999999,0.0,10.8,0,4.04,22274,2.15,25.330000000000002,0.3,52.4,0.34,5563.37,366.78999999999996,7.0,21.310000000000002,37,38543,0.0,44,1396.54,40.0,15.469999999999999,12825.73,91,0.67,23.03,22193.66,DamageDamageTankSupportSupport,Hazard,0
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,3,Circuit Royal,Escort,Geekay Esports,57261,857.19,0.68,273,4410.0,0.14,973.75,1.0,4367.71,101,126,523.0,1370.5,662.64,1766.56,38953.06,1.3900000000000001,0.68,21.43,0,0.68,28474,1.67,25.84,0.03,107.49,0.03,3268.12,355.78,1.0,55.099999999999994,81,28038,1.0,38,462.05999999999995,55.0,31.46,19370.059999999998,158,0.05,37.41,19073.47,DamageDamageTankSupportSupport,Mei,1
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,3,Circuit Royal,Escort,Team Liquid,55049,1453.8300000000002,0.0,265,4410.0,0.15,1239.43,0.0,2886.2200000000003,113,123,612.0,1777.82,1147.6699999999998,2339.61,37448.3,1.21,3.4000000000000004,10.8,0,1.36,31416,1.59,38.08,0.06,79.61,0.07,2292.61,416.32,2.0,38.1,56,26558,5.0,56,606.73,38.0,15.77,21371.440000000002,117,0.2,25.84,18066.66,DamageDamageTankSupportSupport,Lifeweaver,0
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,4,Runasapi,Push,Geekay Esports,40527,579.3199999999999,0.0,282,3240.0,0.32,964.25,0.0,2300.67,96,123,244.0,1269.52,413.08,1672.23,37524.990000000005,1.22,1.86,17.06,0,1.86,15017,1.57,33.33,0.06,109.25,0.07,2653.2200000000003,225.92000000000002,2.0,52.77,57,18477,2.0,36,472.8,38.0,25.57,13904.63,118,0.24000000000000002,35.19,17108.34,DamageDamageTankSupportSupport,Tracer,1
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,4,Runasapi,Push,Team Liquid,35441,426.51,0.0,289,3240.0,0.0,1384.01,0.0,1280.01,58,153,1053.0,1216.73,271.93,1681.34,32815.74,1.22,0.93,13.68,0,0.0,8705,1.8,35.19,0.0,91.66,0.0,2843.06,975.0,0.0,54.620000000000005,59,21474,1.0,38,577.27,36.0,21.59,8060.179999999999,99,0.0,33.339999999999996,19883.34,DamageDamageTankSupportSupport,Ramattra,0
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,5,Suravasa,Flash,Geekay Esports,39315,523.76,0.0,334,3500.0,0.0,1196.5500000000002,0.0,1056.54,55,111,183.0,1986.3899999999999,369.45,2664.55,33698.57,1.25,1.72,8.57,0,0.0,9251,1.75,38.57,0.0,63.44,0.0,1985.94,156.86,0.0,31.72,37,16487,2.0,45,603.9300000000001,26.0,12.96,7929.43,74,0.0,22.29,14131.71,DamageDamageTankSupportSupport,Ana,0
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,5,Suravasa,Flash,Team Liquid,35378,337.84000000000003,0.86,322,3500.0,0.5,950.72,1.0,1683.0,52,126,185.0,996.75,209.23000000000002,1377.07,30324.0,1.24,1.72,26.12,0,1.71,8496,1.63,22.279999999999998,0.06,108.0,0.06,3853.04,158.57,2.0,52.29,61,16606,2.0,26,395.6,44.0,39.51,7282.280000000001,126,0.11,37.72,14233.720000000001,DamageDamageTankSupportSupport,Winston,1
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,6,New Junk City,Flash,Geekay Esports,36164,776.2,0.0,304,3010.0,0.53,1543.4099999999999,0.0,1331.41,78,116,237.0,2055.4700000000003,526.1300000000001,2782.66,36043.85,1.48,2.0,7.109999999999999,0,4.99,12086,2.0300000000000002,45.85,0.26,62.790000000000006,0.32,1443.4499999999998,236.2,5.0,34.89,35,12975,2.0,46,600.39,26.0,11.02,12045.86,63,0.72,25.91,12931.89,DamageDamageTankSupportSupport,Venture,0
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,6,New Junk City,Flash,Team Liquid,35182,260.39,0.0,317,3010.0,0.2,971.25,0.0,1419.33,41,142,298.0,821.69,151.07,1278.2,35065.1,1.1400000000000001,0.0,26.55,0,1.0,7671,1.62,25.910000000000004,0.02,134.55,0.03,3895.09,297.0,1.0,88.7,89,19785,0.0,26,401.29999999999995,46.0,44.0,7645.52,135,0.08,45.85,19719.27,DamageDamageTankSupportSupport,Baptiste,1
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,7,Oasis,Control,Geekay Esports,34097,646.01,0.0,307,2555.0,1.43,1744.27,0.0,4810.15,63,129,265.0,1827.54,520.3299999999999,2286.25,40035.630000000005,1.6,0.0,21.02,0,5.87,10997,1.79,25.84,0.27,86.9,0.27,4375.0,311.16,5.0,30.52,26,19203,0.0,22,863.15,30.0,27.02,12912.33,74,0.5700000000000001,35.230000000000004,22547.550000000003,DamageDamageTankSupportSupport,Mauga,1
NA,S2,Playoffs,NA_S2_PO_GF_M1,2025-06-30T01:07:23,7,Oasis,Control,Team Liquid,34337,1025.1,0.0,313,2555.0,0.46,1924.71,0.0,2013.5,69,119,210.0,2504.36,733.6899999999999,3307.7,40317.43,1.63,1.17,9.0,0,3.51,12167,2.09,36.41,0.22999999999999998,62.22,0.31,2777.67,246.57,3.0,25.830000000000002,22,16666,1.0,31,980.35,22.0,12.61,14286.1,53,0.7,25.840000000000003,19568.69,DamageDamageTankSupportSupport,Symmetra,0
NA,S2,Playoffs,NA_S2_PO_LBF_M1,2025-06-29T22:28:25,1,Oasis,Control,Geekay Esports,50536,511.15,0.8,312,3765.0,0.42000000000000004,943.95,1.0,2464.5,65,123,216.0,1329.02,360.21000000000004,1820.27,40267.72,1.24,1.6,25.75,0,1.6,13838,1.69,21.52,0.06,107.57,0.07,4317.53,172.12,2.0,58.16,73,22969,2.0,27,452.06,47.0,40.14,11026.3,135,0.15000000000000002,37.44,18301.989999999998,DamageDamageTankSupportSupport,Tracer,1
NA,S2,Playoffs,NA_S2_PO_LBF_M1,2025-06-29T22:28:25,1,Oasis,Control,NTMR,40766,750.1800000000001,0.0,283,3765.0,0.38999999999999996,3619.14,0.0,1479.1400000000003,65,152,197.0,2302.2,589.4300000000001,3087.31,32482.88,1.49,0.0,7.0600000000000005,0,3.19,12536,1.82,38.24,0.27,52.59,0.27,2863.64,156.96,4.0,26.3,33,26585,0.0,48,1183.82,27.0,10.65,9988.84,66,0.55,21.52,21183.26,DamageDamageTankSupportSupport,Hazard,0
NA,S2,Playoffs,NA_S2_PO_LBF_M1,2025-06-29T22:28:25,2,Circuit Royal,Escort,Geekay Esports,55159,480.74,0.0,304,4305.0,0.9,1208.19,0.0,3417.45,63,133,651.0,1430.65,369.34000000000003,1840.17,38438.32,1.32,1.4,27.08,0,2.78,14467,1.76,20.9,0.1,102.44,0.11,5124.67,453.65999999999997,4.0,41.81,60,27796,2.0,30,582.88,53.0,38.47,10081.529999999999,147,0.28,36.93,19370.03,DamageDamageTankSupportSupport,Orisa,1
NA,S2,Playoffs,NA_S2_PO_LBF_M1,2025-06-29T22:28:25,2,Circuit Royal,Escort,NTMR,44617,1155.77,0.0,278,4305.0,0.12,3297.26,0.0,2958.52,76,147,543.0,2082.28,973.36,2854.7,31092.0,1.41,0.0,7.29,0,0.7,24510,1.77,38.33,0.04,52.96,0.04,2733.5,378.4,1.0,21.6,31,28290,0.0,55,1251.69,30.0,10.34,17080.14,76,0.08,20.89,19714.28,DamageDamageTankSupportSupport,Baptiste,0
NA,S2,Playoffs,NA_S2_PO_LBF_M1,2025-06-29T22:28:25,3,New Junk City,Flash,Geekay Esports,31209,597.63,0.0,307,2595.0,1.75,959.1199999999999,0.0,5541.13,73,120,77.0,1325.56,455.35,1685.3,36079.77,1.6,0.0,28.53,0,5.78,11955,1.96,20.8,0.21000000000000002,104.06,0.24,3157.6,89.02,5.0,37.0,32,12187,0.0,18,524.28,36.0,39.13,13820.810000000001,90,0.62,41.63,14089.02,DamageDamageTankSupportSupport,Kiriko,1
NA,S2,Playoffs,NA_S2_PO_LBF_M1,2025-06-29T22:28:25,3,New Junk City,Flash,NTMR,26242,1023.5500000000001,0.0,316,2595.0,0.12,1540.1100000000001,0.0,1517.02,69,114,75.0,2188.96,709.24,2737.27,30337.579999999998,1.51,0.0,6.73,0,1.16,10195,1.92,41.61,0.08,55.49,0.08,1800.6,86.71000000000001,1.0,16.18,14,12638,0.0,36,954.18,18.0,8.86,11786.130000000001,48,0.17,20.810000000000002,14610.4,DamageDamageTankSupportSupport,Cassidy,0
NA,S2,Playoffs,NA_S2_PO_LBQF_M1,2025-06-22T20:25:05,1,Oasis,Control,Sakura,29333,1791.31,0.0,293,2520.0,0.0,2230.01,0.0,2228.17,84,123,299.0,2286.81,1037.71,3188.13,34920.23,1.11,0.0,9.469999999999999,0,0.0,17518,1.6099999999999999,32.13,0.0,53.57,0.0,3452.54,355.95,0.0,28.560000000000002,24,12397,0.0,27,862.28,14.0,14.67,20854.76,45,0.0,16.66,14758.330000000002,DamageDamageTankSupportSupport,Baptiste,0
NA,S2,Playoffs,NA_S2_PO_LBQF_M1,2025-06-22T20:25:05,1,Oasis,Control,SpaceStation,29192,526.88,0.0,315,2520.0,1.0,1602.0,0.0,2330.87,60,125,325.0,1716.82,473.81,2166.17,34752.380000000005,1.63,0.0,34.65,0,1.19,7553,1.91,16.66,0.07,79.77,0.07,10297.4,386.90999999999997,1.0,32.14,27,14615,0.0,14,614.04,27.0,53.65,8991.67,67,0.14,32.13,17398.809999999998,DamageDamageTankSupportSupport,Hazard,1
NA,S2,Playoffs,NA_S2_PO_LBQF_M1,2025-06-22T20:25:05,2,King's Row,Hybrid,Sakura,29197,946.2,0.0,320,3055.0,0.14,2612.0,0.0,1481.21,53,127,275.0,3137.53,758.42,3889.38,28671.35,1.22,0.0,5.0600000000000005,0,0.98,9044,1.51,37.31,0.14,35.34,0.14,2449.25,270.05,1.0,14.73,15,15672,0.0,38,1195.52,12.0,7.35,8881.18,36,0.5,11.77,15389.85,DamageDamageTankSupportSupport,Orisa,0
NA,S2,Playoffs,NA_S2_PO_LBQF_M1,2025-06-22T20:25:05,2,King's Row,Hybrid,SpaceStation,33091,670.1099999999999,0.0,313,3055.0,2.33,1217.4,0.0,3706.8,69,118,301.0,1274.82,435.88,1732.3899999999999,32495.260000000002,1.45,0.98,51.17,0,2.94,11750,1.9100000000000001,11.79,0.11,94.27000000000001,0.15000000000000002,8941.27,295.59000000000003,3.0,33.39,34,15577,1.0,12,601.0,38.0,68.1,11538.460000000001,96,0.4,37.32,15296.57,DamageDamageTankSupportSupport,Freja,1
NA,S2,Playoffs,NA_S2_PO_LBQF_M1,2025-06-22T20:25:05,3,Runasapi,Push,Sakura,18212,2774.5,0.0,319,1540.0,0.0,4472.0,0.0,551.84,39,142,144.0,5927.58,1372.17,9261.0,35477.93,1.45,0.0,2.84,0,0.0,3210,2.33,50.65,0.0,27.27,0.0,2017.4699999999998,280.51,0.0,11.69,6,11553,0.0,26,2414.8,5.0,3.9299999999999997,6253.25,14,0.0,9.75,22505.85,DamageDamageTankSupportSupport,Ana,0
NA,S2,Playoffs,NA_S2_PO_LBQF_M1,2025-06-22T20:25:05,3,Runasapi,Push,SpaceStation,23478,340.92,0.0,309,1540.0,0.0,1302.0,0.0,5808.0,53,139,101.0,1010.87,221.58,1436.51,45736.35,1.17,1.95,68.5,0,0.0,5808,1.57,9.75,0.0,153.89,0.0,12945.0,196.74,0.0,89.61,46,12945,1.0,5,434.54999999999995,26.0,114.5,11314.29,79,0.0,50.64,25217.53,DamageDamageTankSupportSupport,Genji,1
NA,S2,Playoffs,NA_S2_PO_LBQF_M2,2025-06-22T22:16:01,1,Ilios,Control,Extinction,33977,486.45,0.0,328,3190.0,0.9400000000000001,2247.87,0.0,1278.3,46,126,405.0,1837.89,318.48,2669.98,31953.29,1.56,0.0,12.2,0,4.699999999999999,6614,1.8699999999999999,26.32,0.29000000000000004,62.07,0.36,2970.67,380.88,5.0,31.03,33,17824,0.0,28,784.5699999999999,28.0,17.76,6220.07,66,0.97,26.32,16762.38,DamageDamageTankSupportSupport,Wrecking Ball,1
NA,S2,Playoffs,NA_S2_PO_LBQF_M2,2025-06-22T22:16:01,1,Ilios,Control,NTMR,34917,886.07,0.0,320,3190.0,0.27,1333.12,0.0,3717.75,63,117,352.0,1863.65,760.29,2355.83,32837.31,1.54,0.0,14.99,0,1.88,14569,1.93,26.32,0.12000000000000001,69.6,0.12000000000000001,4079.42,331.03999999999996,2.0,21.619999999999997,23,15722,0.0,28,722.55,28.0,21.15,13701.259999999998,74,0.36,26.32,14785.58,DamageDamageTankSupportSupport,Brigitte,0
NA,S2,Playoffs,NA_S2_PO_LBQF_M2,2025-06-22T22:16:01,2,Circuit Royal,Escort,Extinction,40459,2066.71,0.0,279,3495.0,0.31,1759.6100000000001,0.0,2865.81,99,122,416.0,2731.11,1651.08,3416.2400000000002,34728.75,1.66,0.0,6.61,0,2.58,24074,2.0,39.49,0.22000000000000003,50.64,0.26,2092.17,357.07,3.0,25.75,30,19365,0.0,46,786.4,24.0,9.870000000000001,20664.379999999997,59,0.5900000000000001,20.6,16622.33,DamageDamageTankSupportSupport,Freja,0
NA,S2,Playoffs,NA_S2_PO_LBQF_M2,2025-06-22T22:16:01,2,Circuit Royal,Escort,NTMR,42757,712.75,0.0,290,3495.0,0.5800000000000001,1117.8899999999999,0.0,3915.48,71,140,624.0,1321.1000000000001,618.15,1595.77,36701.28,1.43,0.0,27.84,0,1.72,19659,1.75,20.6,0.05,109.86,0.08,6049.17,535.62,2.0,48.93,57,22935,0.0,24,481.24,46.0,42.12,16874.68,128,0.23,39.480000000000004,19686.7,DamageDamageTankSupportSupport,Baptiste,1
